,City,Country_Code,Input_Lat,Input_Lon,Actual_Lat,Actual_Lon,MaxTemp,Humidity,Cloudiness,Wind_Speed,Date_Time,Hemisphere
724,denpasar,ID,-13,114,-8.65,115.2167,80.6,89,20,5.75,5/1/2021 - 9:17:33,Southern
728,shieli,KZ,44,66,44.1667,66.75,68.94,19,100,19.91,5/1/2021 - 9:20:45,Northern
735,otautau,NZ,-46,168,-46.15,168,44.01,88,2,5.01,5/1/2021 - 9:20:46,Southern
737,karpogory,RU,64,44,64.0019,44.4451,40.82,35,100,10.83,5/1/2021 - 9:20:46,Northern
739,kenai,US,64,-156,60.5544,-151.2583,24.8,86,1,3.44,5/1/2021 - 9:18:3,Northern
749,yerbogachen,RU,61,110,61.2767,108.0108,33.64,89,100,3.69,5/1/2021 - 9:17:50,Northern
750,pevek,RU,84,174,69.7008,170.3133,6.03,96,100,7.16,5/1/2021 - 9:17:16,Northern
754,bourail,NC,-24,164,-21.5667,165.4833,69.73,84,98,4.29,5/1/2021 - 9:20:48,Southern
758,iskateley,RU,68,53,67.6803,53.1512,34.16,97,100,18.68,5/1/2021 - 9:20:49,Northern
759,poopo,BO,-19,-68,-18.3667,-66.9667,46.4,53,77,3.22,5/1/2021 - 9:20:49,Southern
760,lasa,IT,33,92,46.6166,10.7002,60.01,81,40,10.36,5/1/2021 - 9:20:50,Northern
769,caborca,MX,30,-113,30.5838,-111.101,69.15,28,0,4.81,5/1/2021 - 9:20:51,Northern
772,khandbari,NP,31,87,27.3747,87.2039,64.78,82,85,3.56,5/1/2021 - 9:20:51,Northern
773,axim,GH,-2,-2,4.8699,-2.2405,87.48,63,89,10.69,5/1/2021 - 9:20:51,Northern
775,benito juarez,MX,30,-108,19.385,-99.165,64.4,68,1,2.71,5/1/2021 - 9:20:52,Northern
777,saint anthony,US,54,-51,45.0205,-93.218,68,39,1,6.91,5/1/2021 - 9:20:52,Northern
782,amapa,BR,4,-49,1,-52,85.35,62,82,0.98,5/1/2021 - 9:20:53,Northern
785,xiangfan,CN,32,112,32.0422,112.1448,72.03,52,0,4.83,5/1/2021 - 9:20:54,Northern
788,poum,NC,-23,160,-20.2333,164.0167,76.01,72,97,9.71,5/1/2021 - 9:17:13,Southern
789,kamaishi,JP,38,144,39.2667,141.8833,49.69,93,100,10.27,5/1/2021 - 9:20:54,Northern
794,vila franca do campo,PT,38,-24,37.7167,-25.4333,60.8,77,75,10.36,5/1/2021 - 9:20:55,Northern
798,geraldton,AU,-28,118,-28.7667,114.6,62.6,63,100,8.05,5/1/2021 - 9:18:16,Southern
799,fort saint james,CA,55,-125,54.4333,-124.25,37.99,75,56,3.8,5/1/2021 - 9:20:56,Northern
800,imbituba,BR,-29,-47,-28.24,-48.6703,72,68,75,5.75,5/1/2021 - 9:20:56,Southern
801,port hawkesbury,CA,43,-61,45.6169,-61.3485,41,100,90,16.11,5/1/2021 - 9:17:18,Northern
807,los llanos de aridane,ES,30,-23,28.6585,-17.9182,71.6,60,40,6.91,5/1/2021 - 9:20:57,Northern
809,santa rosa,PH,-17,-62,14.3122,121.1114,84,81,31,4,5/1/2021 - 9:15:57,Northern
811,northam,GB,-30,116,51.0333,-4.2167,53.01,66,83,1.99,5/1/2021 - 9:20:58,Northern
814,akdepe,TM,42,59,42.0551,59.3788,75.2,17,0,16.11,5/1/2021 - 9:20:58,Northern
815,touros,BR,1,-30,-5.1989,-35.4608,87.8,51,40,11.5,5/1/2021 - 9:20:58,Southern
821,lingao,CN,20,109,19.9103,109.6859,78.44,84,86,5.61,5/1/2021 - 9:20:59,Northern
823,hobyo,SO,2,53,5.3505,48.5268,86.32,61,85,11.36,5/1/2021 - 9:21:0,Northern
825,ketchikan,US,55,-134,55.3422,-131.6461,44.6,100,90,3.44,5/1/2021 - 9:15:42,Northern
830,tateyama,JP,22,144,34.9833,139.8667,66.2,88,75,12.66,5/1/2021 - 9:21:1,Northern
834,nemyriv,UA,49,29,48.9708,28.8378,73,49,40,4.47,5/1/2021 - 9:21:1,Northern
835,beyneu,KZ,47,56,45.3167,55.2,76.33,23,72,13.94,5/1/2021 - 9:21:2,Northern
837,port blair,IN,8,91,11.6667,92.75,84.4,70,70,3.49,5/1/2021 - 9:21:2,Northern
839,tiarei,PF,-17,-149,-17.5333,-149.3333,78.8,78,40,8.05,5/1/2021 - 9:21:3,Southern
841,salekhard,RU,66,67,66.53,66.6019,29.26,85,100,12.39,5/1/2021 - 9:21:3,Northern
847,hofn,IS,65,-15,64.2539,-15.2082,39.54,63,95,15.37,5/1/2021 - 9:16:34,Northern
850,mandera,KE,4,42,3.9366,41.867,87.01,54,84,7.67,5/1/2021 - 9:21:4,Northern
851,ballina,AU,-30,156,-28.8667,153.5667,69.8,68,83,9.22,5/1/2021 - 9:21:5,Southern
852,vitim,RU,59,113,59.4511,112.5578,33.87,98,100,4.12,5/1/2021 - 9:21:5,Northern
853,hastings,GB,40,-98,50.8552,0.5729,52,60,66,4,5/1/2021 - 9:21:5,Northern
855,berbera,SO,11,45,10.4396,45.0143,87.3,65,52,10.47,5/1/2021 - 9:21:6,Northern
856,aliaga,PH,39,27,15.5167,120.8667,84.2,74,75,4.61,5/1/2021 - 9:21:6,Northern
859,sur,OM,22,62,22.5667,59.5289,88.47,40,66,15.73,5/1/2021 - 9:21:7,Northern
860,rocha,UY,-37,-52,-34.4833,-54.3333,68.58,65,0,7.94,5/1/2021 - 9:21:7,Southern
862,makat,KZ,49,54,47.6469,53.3463,77.43,18,28,6.91,5/1/2021 - 9:21:8,Northern
873,alice town,BS,26,-79,25.7167,-79.3,78.66,73,90,9.62,5/1/2021 - 9:21:9,Northern
877,marti,CU,23,-81,22.9475,-80.9203,82.4,51,20,8.05,5/1/2021 - 9:21:10,Northern
879,storforshei,NO,66,15,66.4043,14.5233,42.01,80,75,9.22,5/1/2021 - 9:21:10,Northern
880,sharjah,AE,26,56,25.3573,55.4033,89.6,45,0,10.36,5/1/2021 - 9:20:48,Northern
884,mount isa,AU,-24,140,-20.7333,139.5,68,45,40,9.6,5/1/2021 - 9:18:20,Southern
886,gravdal,NO,72,13,68.1214,13.5031,37.4,70,75,13.8,5/1/2021 - 9:21:11,Northern
888,wanaka,NZ,-45,169,-44.7,169.15,43.36,70,3,2.3,5/1/2021 - 9:21:12,Southern
890,vardo,NO,82,34,70.3705,31.1107,33.8,75,40,4.61,5/1/2021 - 9:17:55,Northern
891,baijiantan,CN,46,85,45.6333,85.1833,62.82,22,49,25.93,5/1/2021 - 9:21:12,Northern
895,ahipara,NZ,-36,164,-35.1667,173.1667,57.07,73,27,6.55,5/1/2021 - 9:21:13,Southern
898,ustka,PL,55,17,54.5805,16.8619,50.34,48,84,13.42,5/1/2021 - 9:21:13,Northern
899,eyl,SO,4,57,7.9803,49.8164,86.11,62,100,10.42,5/1/2021 - 9:21:14,Northern
900,longyan,CN,25,116,25.1072,117.0225,70.45,55,41,1.01,5/1/2021 - 9:21:14,Northern
901,road town,VG,22,-65,18.4167,-64.6167,82.4,69,40,11.5,5/1/2021 - 9:21:14,Northern
902,bom jesus,BR,-9,-44,-9.0744,-44.3586,87.42,45,100,10.25,5/1/2021 - 9:21:15,Southern
903,ewa beach,US,18,-159,21.3156,-158.0072,75.2,69,20,5.75,5/1/2021 - 9:21:15,Northern
904,mildmay,CA,44,-81,44.0501,-81.1164,46,45,66,4.61,5/1/2021 - 9:21:15,Northern
905,omsukchan,RU,62,157,62.5333,155.8,20.8,98,100,1.12,5/1/2021 - 9:21:16,Northern
911,nagato,JP,37,130,34.3833,131.2,59,55,75,23.02,5/1/2021 - 9:21:16,Northern
914,palmer,US,60,-148,42.1584,-72.3287,48.2,49,40,12.66,5/1/2021 - 9:14:35,Northern
923,jaciara,BR,-16,-55,-15.9653,-54.9683,84.4,53,39,5.75,5/1/2021 - 9:21:18,Southern
930,muncar,ID,-11,114,-8.4333,114.3333,77.9,88,47,2.77,5/1/2021 - 9:21:19,Southern
934,zyryanka,RU,68,151,65.75,150.85,24.03,96,73,3.04,5/1/2021 - 9:21:19,Northern
937,tilichiki,RU,59,166,60.4667,166.1,8.58,90,15,9.95,5/1/2021 - 9:21:20,Northern
942,lind,DK,56,9,56.1,8.9833,54,54,90,8.05,5/1/2021 - 9:21:21,Northern
943,sibolga,ID,-1,95,1.7427,98.7792,79.59,86,100,2.71,5/1/2021 - 9:17:12,Northern
949,betare oya,CM,6,14,5.6,14.0833,90.81,41,71,1.77,5/1/2021 - 9:21:22,Northern
950,kamenka,RU,66,43,51.3223,42.7678,64,75,94,9.75,5/1/2021 - 9:17:54,Northern
953,riyadh,SA,24,45,24.6877,46.7219,98.6,11,0,10.36,5/1/2021 - 9:21:22,Northern
954,gombong,ID,-9,109,-7.6072,109.5142,59,100,93,4.16,5/1/2021 - 9:21:23,Southern
955,kapuskasing,CA,49,-83,49.4169,-82.4331,41,52,100,13.8,5/1/2021 - 9:21:23,Northern
957,machilipatnam,IN,15,82,16.1667,81.1333,89.6,55,20,4.61,5/1/2021 - 9:21:23,Northern
960,sergiyevsk,RU,54,51,53.9413,51.165,57.33,53,98,20.67,5/1/2021 - 9:21:24,Northern
961,izamal,MX,21,-89,20.9333,-89.0167,82.99,74,40,11.5,5/1/2021 - 9:21:24,Northern
965,puerto cabezas,NI,14,-82,14.0351,-83.3888,86,74,75,4.61,5/1/2021 - 9:21:25,Northern
968,moree,AU,-29,148,-29.4667,149.85,57.2,77,98,10.36,5/1/2021 - 9:21:25,Southern
978,vanimo,PG,-1,140,-2.6741,141.3028,78.62,86,99,3.98,5/1/2021 - 9:21:26,Southern
979,cheltenham,GB,52,-2,51.9,-2.0833,54,47,20,4.61,5/1/2021 - 9:21:27,Northern
984,sistranda,NO,65,9,63.7256,8.834,42.8,56,20,11.5,5/1/2021 - 9:21:28,Northern
985,anzio,IT,41,12,41.4853,12.6179,64,95,100,10,5/1/2021 - 9:21:28,Northern
997,zhigansk,RU,68,120,66.7697,123.3711,30.88,93,100,4.36,5/1/2021 - 9:21:29,Northern
998,tondano,ID,1,125,1.3038,124.9112,77,94,40,1.79,5/1/2021 - 9:21:30,Northern
999,havre-saint-pierre,CA,52,-63,50.2334,-63.5986,46.4,66,90,13.8,5/1/2021 - 9:18:5,Northern
1004,lorengau,PG,9,147,-2.0226,147.2712,80.71,79,83,1.3,5/1/2021 - 9:17:20,Southern
1010,junin,AR,-35,-61,-34.5838,-60.9433,67.19,50,0,12.17,5/1/2021 - 9:20:8,Southern
1011,tazmalt,DZ,36,5,36.3868,4.3989,71.8,42,54,14.52,5/1/2021 - 9:21:31,Northern
1013,kazachinskoye,RU,58,94,57.6953,93.2761,42.42,78,89,4.74,5/1/2021 - 9:21:32,Northern
1014,normandin,CA,50,-73,48.8333,-72.5321,37.4,38,96,14.97,5/1/2021 - 9:21:32,Northern
1017,namibe,AO,-14,6,-15.1961,12.1522,78.8,69,20,25.32,5/1/2021 - 9:21:33,Southern
1029,bayan,CN,29,49,46.0833,127.4,48.22,66,93,5.19,5/1/2021 - 9:21:34,Northern
1031,ucluelet,CA,48,-125,48.9329,-125.5528,46.99,100,20,2.3,5/1/2021 - 9:21:34,Northern
1033,sinnar,SD,14,34,13.5691,33.5672,102.85,15,96,9.62,5/1/2021 - 9:21:35,Northern
1034,saquena,PE,-5,-73,-4.6667,-73.5167,80.33,72,16,1.25,5/1/2021 - 9:21:35,Southern
1036,araouane,ML,19,-6,18.9048,-3.5265,100.31,18,77,4.94,5/1/2021 - 9:21:36,Northern
1042,vila velha,BR,-25,-31,-20.3297,-40.2925,77,69,40,10.36,5/1/2021 - 9:17:11,Southern
1044,deputatskiy,RU,68,140,69.3,139.9,20.3,97,100,2.51,5/1/2021 - 9:21:37,Northern
1045,tocopilla,CL,-22,-75,-22.092,-70.1979,70.45,58,12,7.45,5/1/2021 - 9:18:15,Southern
1048,cremona,IT,45,10,45.2333,9.9333,64.99,76,100,1.01,5/1/2021 - 9:18:34,Northern
1049,tamsweg,AT,47,14,47.1281,13.811,61,57,85,8.08,5/1/2021 - 9:21:37,Northern
1050,flin flon,CA,58,-102,54.7682,-101.865,42.8,81,75,9.22,5/1/2021 - 9:21:38,Northern
1051,sakaraha,MG,-23,45,-22.9,44.5333,79.11,53,100,11.07,5/1/2021 - 9:21:38,Southern
1054,tanete,ID,-6,121,-3.9443,119.7848,74.97,93,75,1.72,5/1/2021 - 9:21:39,Southern
1057,cavalcante,BR,-14,-48,-13.7975,-47.4583,73.63,67,100,10.74,5/1/2021 - 9:21:39,Southern
1063,mirabad,AF,30,61,30.4362,61.8383,89.42,23,88,0.94,5/1/2021 - 9:21:40,Northern
1070,at-bashi,KG,41,77,41.1702,75.8106,60.15,38,99,1.66,5/1/2021 - 9:21:41,Northern
1073,verkhnyaya sinyachikha,RU,58,62,57.976,61.6673,59.7,40,100,15.59,5/1/2021 - 9:21:41,Northern
1079,filadelfia,US,-23,-61,39.9523,-75.1638,54,40,1,18.41,5/1/2021 - 9:19:35,Northern
1086,krasnoselkup,RU,63,81,65.7,82.4667,33.96,93,100,11.43,5/1/2021 - 9:21:43,Northern
1088,unai,BR,-16,-47,-16.3575,-46.9061,73.44,63,100,7.09,5/1/2021 - 9:21:43,Southern
1091,thunder bay,CA,47,-90,48.4001,-89.3168,46.4,61,40,8.05,5/1/2021 - 9:17:56,Northern
1092,turayf,SA,32,40,31.6725,38.6637,87.8,20,0,9.22,5/1/2021 - 9:21:44,Northern
1095,isangel,VU,-23,177,-19.55,169.2667,76.78,82,100,18.63,5/1/2021 - 9:16:35,Southern
1101,magadan,RU,57,150,59.5667,150.8,31.78,89,100,4.25,5/1/2021 - 9:21:45,Northern
1111,bunbury,AU,-33,115,-33.3333,115.6333,57.99,85,16,4.03,5/1/2021 - 9:21:46,Southern
1116,ayan,RU,58,138,56.45,138.1667,30.61,96,100,8.61,5/1/2021 - 9:21:47,Northern
1122,hobbs,US,33,-103,32.7026,-103.136,57,94,40,5.08,5/1/2021 - 9:19:10,Northern
1124,bara,NG,16,30,10.3744,10.7288,105.08,18,81,5.73,5/1/2021 - 9:17:29,Northern
1128,ambon,ID,-3,128,-3.6954,128.1814,81.48,78,45,7.18,5/1/2021 - 9:21:49,Southern
1129,langsa,ID,4,98,4.4683,97.9683,77.79,86,32,2.55,5/1/2021 - 9:20:18,Northern
1133,tautira,PF,-17,-144,-17.7333,-149.15,78.8,78,40,8.05,5/1/2021 - 9:21:49,Southern
1136,yershov,RU,51,48,51.3513,48.2766,62.74,49,100,10.71,5/1/2021 - 9:21:50,Northern
1139,anadyr,RU,65,175,64.75,177.4833,19.4,93,75,4.47,5/1/2021 - 9:21:50,Northern
1143,santa rosa del sur,CO,8,-74,7.9644,-74.0544,76.71,73,94,2.37,5/1/2021 - 9:21:51,Northern
1169,damietta,EG,33,32,31.4165,31.8133,78.8,44,0,11.5,5/1/2021 - 9:17:16,Northern
1176,komsomolskiy,UZ,74,173,40.4272,71.7189,68,68,75,11.5,5/1/2021 - 9:21:55,Northern
1182,mandalgovi,MN,45,107,45.7625,106.2708,49.71,27,4,25.17,5/1/2021 - 9:21:55,Northern
1186,fukue,JP,31,128,32.6881,128.8419,57.22,58,9,23.73,5/1/2021 - 9:21:56,Northern
1187,bad doberan,DE,54,12,54.1071,11.9005,53.01,81,75,10.36,5/1/2021 - 9:21:56,Northern
1192,paita,PE,-7,-86,-5.0892,-81.1144,73.4,73,75,11.5,5/1/2021 - 9:21:57,Southern
1195,copiapo,CL,-28,-70,-27.3667,-70.3333,60.8,67,0,3.44,5/1/2021 - 9:17:35,Southern
1197,shangzhi,CN,45,128,45.2167,127.9667,46.69,78,99,3.65,5/1/2021 - 9:21:58,Northern
1200,nishihara,JP,20,135,26.1842,127.7558,75.2,94,75,9.22,5/1/2021 - 9:21:58,Northern
1203,provideniya,RU,47,-174,64.3833,-173.3,20.91,75,99,5.26,5/1/2021 - 9:16:53,Northern
1204,sakakah,SA,28,40,29.9697,40.2064,93.2,6,0,18.41,5/1/2021 - 9:21:59,Northern
1208,inuvik,CA,68,-134,68.3499,-133.7218,17.6,92,100,4.61,5/1/2021 - 9:22:0,Northern
1209,qaqortoq,GL,66,-45,60.7167,-46.0333,50,20,1,29.93,5/1/2021 - 9:22:0,Northern
1216,madinat sittah uktubar,EG,30,30,29.8167,31.05,100,14,0,17.27,5/1/2021 - 9:22:1,Northern
1217,bryan,US,31,-96,30.6744,-96.37,69.8,94,1,10.36,5/1/2021 - 9:22:1,Northern
1220,taoudenni,ML,23,-4,22.6783,-3.9836,97.84,19,8,3.89,5/1/2021 - 9:22:2,Northern
1224,cap-aux-meules,CA,49,-62,47.3821,-61.8597,37.4,93,100,29.93,5/1/2021 - 9:22:2,Northern
1225,vila,PT,-17,170,42.0304,-8.1588,57.99,41,93,5.01,5/1/2021 - 9:22:3,Northern
1228,ponta delgada,PT,28,-28,37.7333,-25.6667,60.8,77,75,10.36,5/1/2021 - 9:22:3,Northern
1229,bubaque,GW,4,-22,11.2833,-15.8333,81.27,58,66,10.47,5/1/2021 - 9:22:4,Northern
1237,naze,JP,30,128,28.3667,129.4833,63.97,66,100,12.68,5/1/2021 - 9:22:5,Northern
1243,obo,CF,6,26,5.3998,26.4869,89.33,45,72,3.62,5/1/2021 - 9:22:5,Northern
1246,oktyabrskiy,RU,52,155,54.4815,53.471,58.68,47,99,20.22,5/1/2021 - 9:22:6,Northern
1249,beruwala,LK,6,79,6.4788,79.9828,80.51,82,100,5.66,5/1/2021 - 9:22:6,Northern
1252,eureka,US,41,-135,40.8021,-124.1637,53.01,98,100,3.36,5/1/2021 - 9:22:7,Northern
1258,dubbo,AU,-32,149,-32.25,148.6167,62.6,77,40,11.5,5/1/2021 - 9:22:8,Southern
1259,maragogi,BR,-17,-25,-9.0122,-35.2225,82.44,70,100,13.31,5/1/2021 - 9:22:8,Southern
1262,edson,CA,53,-116,53.5835,-116.4356,44.6,57,75,5.75,5/1/2021 - 9:22:9,Northern
1267,los banos,PH,37,-121,14.1667,121.1833,84,77,48,3,5/1/2021 - 9:20:3,Northern
1269,nayagarh,IN,20,85,20.1333,85.1,83.62,55,49,7.96,5/1/2021 - 9:22:10,Northern
1271,atambua,ID,-10,127,-9.1061,124.8925,71.98,84,97,5.03,5/1/2021 - 9:22:10,Southern
1273,tsiroanomandidy,MG,-19,46,-18.7667,46.0333,75.97,67,79,4.68,5/1/2021 - 9:22:10,Southern
1281,rabo de peixe,PT,43,-23,37.8,-25.5833,60.8,77,75,10.36,5/1/2021 - 9:22:11,Northern
1289,moranbah,AU,-22,147,-22.0016,148.0466,63.64,87,5,9.48,5/1/2021 - 9:22:12,Southern
1300,baykalsk,RU,51,104,51.5058,104.1469,34.29,99,100,1.28,5/1/2021 - 9:22:14,Northern
